distribuicao_geo_id,localidade_id,nacionalidade_id,populacao_nacional_local,concentracao_relativa,dominio_regional
3179,264,4,38,19.19,Alto
3180,264,2,5,2.53,Baixo
3181,264,5,4,2.02,Baixo
3182,264,15,2,1.01,Baixo
3183,264,18,5,2.53,Baixo
3184,264,8,3,1.52,Baixo
3185,264,6,4,2.02,Baixo
3186,264,7,46,23.23,Alto
3187,264,1,3,1.52,Baixo
3188,265,4,9,8.49,Médio
3189,265,2,2,1.89,Baixo
3190,265,15,9,8.49,Médio
3191,265,18,9,8.49,Médio
3192,265,8,6,5.66,Médio
3193,265,6,7,6.6,Médio
3194,265,10,3,2.83,Baixo
3195,265,7,13,12.26,Alto
3196,265,1,12,11.32,Alto
3197,266,4,14,27.45,Alto
3198,266,18,4,7.84,Médio
3199,266,10,1,1.96,Baixo
3200,266,7,2,3.92,Baixo
3201,266,17,3,5.88,Médio
3202,267,4,121,25.64,Alto
3203,267,2,21,4.45,Baixo
3204,267,5,3,0.64,Baixo
3205,267,15,14,2.97,Baixo
3206,267,18,15,3.18,Baixo
3207,267,8,5,1.06,Baixo
3208,267,6,28,5.93,Médio
3209,267,9,4,0.85,Baixo
3210,267,19,5,1.06,Baixo
3211,267,10,10,2.12,Baixo
3212,267,7,114,24.15,Alto
3213,267,1,2,0.42,Baixo
3214,268,4,15,34.88,Alto
3215,268,5,2,4.65,Baixo
3216,268,18,3,6.98,Médio
3217,268,8,1,2.33,Baixo
3218,268,6,2,4.65,Baixo
3219,268,9,1,2.33,Baixo
3220,268,10,3,6.98,Médio
3221,268,13,2,4.65,Baixo
3222,268,7,2,4.65,Baixo
3223,268,1,1,2.33,Baixo
3224,269,4,16,40.0,Alto
3225,269,2,1,2.5,Baixo
3226,269,5,1,2.5,Baixo
3227,269,15,2,5.0,Baixo
3228,269,18,4,10.0,Médio
3229,269,10,2,5.0,Baixo
3230,270,4,25,17.01,Alto
3231,270,2,1,0.68,Baixo
3232,270,15,29,19.73,Alto
3233,270,18,3,2.04,Baixo
3234,270,8,7,4.76,Baixo
3235,270,10,2,1.36,Baixo
3236,270,7,17,11.56,Alto
3237,270,1,23,15.65,Alto
3238,271,4,5,16.13,Alto
3239,271,2,2,6.45,Médio
3240,271,5,1,3.23,Baixo
3241,271,18,2,6.45,Médio
3242,271,6,3,9.68,Médio
3243,271,10,2,6.45,Médio
3244,271,7,1,3.23,Baixo
3245,272,4,23,23.23,Alto
3246,272,2,1,1.01,Baixo
3247,272,15,14,14.14,Alto
3248,272,18,1,1.01,Baixo
3249,272,8,10,10.1,Alto
3250,272,6,8,8.08,Médio
3251,272,19,6,6.06,Médio
3252,272,10,1,1.01,Baixo
3253,272,7,4,4.04,Baixo
3254,272,1,6,6.06,Médio
3255,273,4,150,50.34,Alto
3256,273,2,7,2.35,Baixo
3257,273,5,1,0.34,Baixo
3258,273,15,18,6.04,Médio
3259,273,18,17,5.7,Médio
3260,273,8,5,1.68,Baixo
3261,273,6,15,5.03,Médio
3262,273,19,15,5.03,Médio
3263,273,10,4,1.34,Baixo
3264,273,7,5,1.68,Baixo
3265,273,1,3,1.01,Baixo
3266,274,4,126,30.51,Alto
3267,274,2,27,6.54,Médio
3268,274,5,27,6.54,Médio
3269,274,15,17,4.12,Baixo
3270,274,18,9,2.18,Baixo
3271,274,8,4,0.97,Baixo
3272,274,6,22,5.33,Médio
3273,274,9,21,5.08,Médio
3274,274,19,13,3.15,Baixo
3275,274,10,3,0.73,Baixo
3276,274,7,25,6.05,Médio
3277,274,1,4,0.97,Baixo
3278,274,17,11,2.66,Baixo
3279,275,4,20,20.62,Alto
3280,275,2,1,1.03,Baixo
3281,275,15,3,3.09,Baixo
3282,275,8,1,1.03,Baixo
3283,275,6,21,21.65,Alto
3284,275,19,3,3.09,Baixo
3285,275,10,3,3.09,Baixo
3286,275,7,6,6.19,Médio
3287,275,1,2,2.06,Baixo
3288,276,4,1605,39.88,Alto
3289,276,2,83,2.06,Baixo
3290,276,5,105,2.61,Baixo
3291,276,15,91,2.26,Baixo
3292,276,18,236,5.86,Médio
3293,276,8,83,2.06,Baixo
3294,276,6,262,6.51,Médio
3295,276,9,22,0.55,Baixo
3296,276,19,117,2.91,Baixo
3297,276,10,69,1.71,Baixo
3298,276,13,92,2.29,Baixo
3299,276,7,141,3.5,Baixo
3300,276,1,88,2.19,Baixo
3301,276,17,12,0.3,Baixo
3302,277,4,28,27.72,Alto
3303,277,2,3,2.97,Baixo
3304,277,15,9,8.91,Médio
3305,277,18,4,3.96,Baixo
3306,277,8,5,4.95,Baixo
3307,277,6,6,5.94,Médio
3308,277,10,2,1.98,Baixo
3309,277,13,1,0.99,Baixo
3310,277,7,3,2.97,Baixo
3311,277,1,1,0.99,Baixo
3312,278,4,27,20.93,Alto
3313,278,2,2,1.55,Baixo
3314,278,15,4,3.1,Baixo
3315,278,18,4,3.1,Baixo
3316,278,8,7,5.43,Médio
3317,278,6,17,13.18,Alto
3318,278,19,4,3.1,Baixo
3319,278,10,6,4.65,Baixo
3320,278,7,7,5.43,Médio
3321,278,1,6,4.65,Baixo
3322,279,4,31,28.97,Alto
3323,279,2,2,1.87,Baixo
3324,279,5,2,1.87,Baixo
3325,279,15,3,2.8,Baixo
3326,279,18,13,12.15,Alto
3327,279,8,5,4.67,Baixo
3328,279,6,2,1.87,Baixo
3329,279,9,5,4.67,Baixo
3330,279,10,2,1.87,Baixo
3331,279,13,1,0.93,Baixo
3332,279,7,5,4.67,Baixo
3333,279,1,3,2.8,Baixo
3334,280,4,84,29.47,Alto
3335,280,2,6,2.11,Baixo
3336,280,5,2,0.7,Baixo
3337,280,15,11,3.86,Baixo
3338,280,18,29,10.18,Alto
3339,280,8,8,2.81,Baixo
3340,280,6,18,6.32,Médio
3341,280,10,5,1.75,Baixo
3342,280,7,6,2.11,Baixo
3343,280,1,8,2.81,Baixo
3344,281,4,852,49.88,Alto
3345,281,2,44,2.58,Baixo
3346,281,5,70,4.1,Baixo
3347,281,15,20,1.17,Baixo
3348,281,18,87,5.09,Médio
3349,281,8,25,1.46,Baixo
3350,281,6,94,5.5,Médio
3351,281,9,12,0.7,Baixo
3352,281,19,23,1.35,Baixo
3353,281,10,29,1.7,Baixo
3354,281,13,69,4.04,Baixo
3355,281,7,61,3.57,Baixo
3356,281,1,27,1.58,Baixo
3357,281,17,9,0.53,Baixo
3358,282,4,179,39.25,Alto
3359,282,2,6,1.32,Baixo
3360,282,5,8,1.75,Baixo
3361,282,15,6,1.32,Baixo
3362,282,18,19,4.17,Baixo
3363,282,8,14,3.07,Baixo
3364,282,6,22,4.82,Baixo
3365,282,9,1,0.22,Baixo
3366,282,10,12,2.63,Baixo
3367,282,13,8,1.75,Baixo
3368,282,7,9,1.97,Baixo
3369,282,1,21,4.61,Baixo
3370,283,4,32,45.07,Alto
3371,283,2,1,1.41,Baixo
3372,283,15,4,5.63,Médio
3373,283,8,4,5.63,Médio
3374,283,6,6,8.45,Médio
3375,283,10,1,1.41,Baixo
3376,283,7,1,1.41,Baixo
3377,283,1,1,1.41,Baixo
3378,283,17,1,1.41,Baixo
3379,284,4,6,23.08,Alto
3380,284,2,1,3.85,Baixo
3381,284,5,1,3.85,Baixo
3382,284,7,4,15.38,Alto
3383,284,1,1,3.85,Baixo
3384,285,4,60,36.14,Alto
3385,285,5,5,3.01,Baixo
3386,285,15,7,4.22,Baixo
3387,285,18,7,4.22,Baixo
3388,285,8,2,1.2,Baixo
3389,285,6,10,6.02,Médio
3390,285,10,1,0.6,Baixo
3391,285,13,2,1.2,Baixo
3392,285,7,7,4.22,Baixo
3393,285,1,4,2.41,Baixo
3394,286,4,44,27.5,Alto
3395,286,2,1,0.62,Baixo
3396,286,5,2,1.25,Baixo
3397,286,15,5,3.12,Baixo
3398,286,18,13,8.12,Médio
3399,286,6,6,3.75,Baixo
3400,286,7,6,3.75,Baixo
3401,287,4,63,28.51,Alto
3402,287,2,1,0.45,Baixo
3403,287,5,3,1.36,Baixo
3404,287,15,14,6.33,Médio
3405,287,18,25,11.31,Alto
3406,287,8,7,3.17,Baixo
3407,287,6,17,7.69,Médio
3408,287,10,3,1.36,Baixo
3409,287,7,7,3.17,Baixo
3410,287,1,4,1.81,Baixo
3411,288,4,93,27.51,Alto
3412,288,2,6,1.78,Baixo
3413,288,5,7,2.07,Baixo
3414,288,15,3,0.89,Baixo
3415,288,18,26,7.69,Médio
3416,288,8,3,0.89,Baixo
3417,288,6,32,9.47,Médio
3418,288,9,1,0.3,Baixo
3419,288,19,90,26.63,Alto
3420,288,10,7,2.07,Baixo
3421,288,13,9,2.66,Baixo
3422,288,7,8,2.37,Baixo
3423,288,1,6,1.78,Baixo
3424,288,17,2,0.59,Baixo
3425,289,4,55,44.72,Alto
3426,289,2,5,4.07,Baixo
3427,289,5,4,3.25,Baixo
3428,289,15,2,1.63,Baixo
3429,289,18,6,4.88,Baixo
3430,289,8,1,0.81,Baixo
3431,289,6,18,14.63,Alto
3432,289,9,3,2.44,Baixo
3433,289,10,1,0.81,Baixo
3434,289,13,2,1.63,Baixo
3435,289,7,4,3.25,Baixo
3436,289,1,2,1.63,Baixo
3437,290,4,51,38.06,Alto
3438,290,2,5,3.73,Baixo
3439,290,5,1,0.75,Baixo
3440,290,15,3,2.24,Baixo
3441,290,18,3,2.24,Baixo
3442,290,8,2,1.49,Baixo
3443,290,6,14,10.45,Alto
3444,290,7,13,9.7,Médio
3445,290,1,4,2.99,Baixo
3446,292,4,14694,21.63,Alto
3447,292,2,767,1.13,Baixo
3448,292,5,1376,2.03,Baixo
3449,292,15,12031,17.71,Alto
3450,292,18,3914,5.76,Médio
3451,292,8,4045,5.96,Médio
3452,292,6,1081,1.59,Baixo
3453,292,9,868,1.28,Baixo
3454,292,19,1894,2.79,Baixo
3455,292,10,2730,4.02,Baixo
3456,292,13,1351,1.99,Baixo
3457,292,7,917,1.35,Baixo
3458,292,1,3030,4.46,Baixo
3459,292,17,72,0.11,Baixo
3460,292,4,14694,21.63,Alto
3461,292,2,767,1.13,Baixo
3462,292,5,1376,2.03,Baixo
3463,292,15,12031,17.71,Alto
3464,292,18,3914,5.76,Médio
3465,292,8,4045,5.96,Médio
3466,292,6,1081,1.59,Baixo
3467,292,9,868,1.28,Baixo
3468,292,19,1894,2.79,Baixo
3469,292,10,2730,4.02,Baixo
3470,292,13,1351,1.99,Baixo
3471,292,7,917,1.35,Baixo
3472,292,1,3030,4.46,Baixo
3473,292,17,72,0.11,Baixo
3474,293,4,2480,28.03,Alto
3475,293,2,76,0.86,Baixo
3476,293,5,159,1.8,Baixo
3477,293,15,1167,13.19,Alto
3478,293,18,748,8.45,Médio
3479,293,8,462,5.22,Médio
3480,293,6,204,2.31,Baixo
3481,293,9,237,2.68,Baixo
3482,293,19,560,6.33,Médio
3483,293,10,167,1.89,Baixo
3484,293,13,336,3.8,Baixo
3485,293,7,87,0.98,Baixo
3486,293,1,173,1.96,Baixo
3487,293,17,16,0.18,Baixo
3488,294,4,9,6.82,Médio
3489,294,5,4,3.03,Baixo
3490,294,15,51,38.64,Alto
3491,294,18,1,0.76,Baixo
3492,294,8,14,10.61,Alto
3493,294,10,1,0.76,Baixo
3494,294,13,1,0.76,Baixo
3495,294,7,8,6.06,Médio
3496,294,1,10,7.58,Médio
3497,295,4,178,11.48,Alto
3498,295,2,5,0.32,Baixo
3499,295,5,3,0.19,Baixo
3500,295,15,344,22.18,Alto
3501,295,18,42,2.71,Baixo
3502,295,8,61,3.93,Baixo
3503,295,6,11,0.71,Baixo
3504,295,9,8,0.52,Baixo
3505,295,19,100,6.45,Médio
3506,295,10,51,3.29,Baixo
3507,295,13,6,0.39,Baixo
3508,295,7,27,1.74,Baixo
3509,295,1,261,16.83,Alto
3510,295,17,1,0.06,Baixo
3511,296,4,76,13.29,Alto
3512,296,2,3,0.52,Baixo
3513,296,5,2,0.35,Baixo
3514,296,15,106,18.53,Alto
3515,296,18,14,2.45,Baixo
3516,296,8,37,6.47,Médio
3517,296,6,6,1.05,Baixo
3518,296,9,1,0.17,Baixo
3519,296,19,5,0.87,Baixo
3520,296,10,75,13.11,Alto
3521,296,13,1,0.17,Baixo
3522,296,7,21,3.67,Baixo
3523,296,1,37,6.47,Médio
3524,297,4,2137,32.28,Alto
3525,297,2,89,1.34,Baixo
3526,297,5,217,3.28,Baixo
3527,297,15,539,8.14,Médio
3528,297,18,564,8.52,Médio
3529,297,8,318,4.8,Baixo
3530,297,6,94,1.42,Baixo
3531,297,9,122,1.84,Baixo
3532,297,19,225,3.4,Baixo
3533,297,10,157,2.37,Baixo
3534,297,13,190,2.87,Baixo
3535,297,7,118,1.78,Baixo
3536,297,1,147,2.22,Baixo
3537,297,17,2,0.03,Baixo
3538,316,4,528,15.08,Alto
3539,316,2,38,1.09,Baixo
3540,316,5,99,2.83,Baixo
3541,316,15,921,26.3,Alto
3542,316,18,158,4.51,Baixo
3543,316,8,173,4.94,Baixo
3544,316,6,38,1.09,Baixo
3545,316,9,10,0.29,Baixo
3546,316,19,86,2.46,Baixo
3547,316,10,73,2.08,Baixo
3548,316,13,8,0.23,Baixo
3549,316,7,26,0.74,Baixo
3550,316,1,274,7.82,Médio
3551,316,17,1,0.03,Baixo
3552,299,4,1199,15.54,Alto
3553,299,2,67,0.87,Baixo
3554,299,5,80,1.04,Baixo
3555,299,15,2112,27.38,Alto
3556,299,18,302,3.91,Baixo
3557,299,8,443,5.74,Médio
3558,299,6,124,1.61,Baixo
3559,299,9,8,0.1,Baixo
3560,299,19,172,2.23,Baixo
3561,299,10,278,3.6,Baixo
3562,299,13,58,0.75,Baixo
3563,299,7,69,0.89,Baixo
3564,299,1,477,6.18,Médio
3565,299,17,9,0.12,Baixo
3566,300,4,2684,23.3,Alto
3567,300,2,153,1.33,Baixo
3568,300,5,383,3.32,Baixo
3569,300,15,1984,17.22,Alto
3570,300,18,644,5.59,Médio
3571,300,8,708,6.15,Médio
3572,300,6,216,1.87,Baixo
3573,300,9,104,0.9,Baixo
3574,300,19,69,0.6,Baixo
3575,300,10,402,3.49,Baixo
3576,300,13,216,1.87,Baixo
3577,300,7,127,1.1,Baixo
3578,300,1,231,2.01,Baixo
3579,300,17,10,0.09,Baixo
3580,301,4,54,7.53,Médio
3581,301,2,6,0.84,Baixo
3582,301,5,1,0.14,Baixo
3583,301,15,226,31.52,Alto
3584,301,18,13,1.81,Baixo
3585,301,8,25,3.49,Baixo
3586,301,6,3,0.42,Baixo
3587,301,19,3,0.42,Baixo
3588,301,10,13,1.81,Baixo
3589,301,13,5,0.7,Baixo
3590,301,7,6,0.84,Baixo
3591,301,1,122,17.02,Alto
3592,301,17,1,0.14,Baixo
3593,302,4,746,18.72,Alto
3594,302,2,81,2.03,Baixo
3595,302,5,96,2.41,Baixo
3596,302,15,514,12.9,Alto
3597,302,18,270,6.78,Médio
3598,302,8,495,12.42,Alto
3599,302,6,56,1.41,Baixo
3600,302,9,109,2.74,Baixo
3601,302,19,62,1.56,Baixo
3602,302,10,226,5.67,Médio
3603,302,13,75,1.88,Baixo
3604,302,7,54,1.36,Baixo
3605,302,1,204,5.12,Médio
3606,302,17,2,0.05,Baixo
3607,303,4,2588,30.75,Alto
3608,303,2,129,1.53,Baixo
3609,303,5,173,2.06,Baixo
3610,303,15,778,9.24,Médio
3611,303,18,569,6.76,Médio
3612,303,8,341,4.05,Baixo
3613,303,6,145,1.72,Baixo
3614,303,9,182,2.16,Baixo
3615,303,19,221,2.63,Baixo
3616,303,10,489,5.81,Médio
3617,303,13,47,0.56,Baixo
3618,303,7,130,1.54,Baixo
3619,303,1,232,2.76,Baixo
3620,303,17,14,0.17,Baixo
3621,304,4,197,14.67,Alto
3622,304,2,14,1.04,Baixo
3623,304,5,13,0.97,Baixo
3624,304,15,427,31.79,Alto
3625,304,18,113,8.41,Médio
3626,304,8,104,7.74,Médio
3627,304,6,15,1.12,Baixo
3628,304,9,4,0.3,Baixo
3629,304,19,10,0.74,Baixo
3630,304,10,18,1.34,Baixo
3631,304,13,8,0.6,Baixo
3632,304,7,26,1.94,Baixo
3633,304,1,82,6.11,Médio
3634,304,17,1,0.07,Baixo
3635,305,4,1014,19.91,Alto
3636,305,2,59,1.16,Baixo
3637,305,5,60,1.18,Baixo
3638,305,15,1145,22.48,Alto
3639,305,18,254,4.99,Baixo
3640,305,8,230,4.52,Baixo
3641,305,6,71,1.39,Baixo
3642,305,9,53,1.04,Baixo
3643,305,19,252,4.95,Baixo
3644,305,10,117,2.3,Baixo
3645,305,13,55,1.08,Baixo
3646,305,7,42,0.82,Baixo
3647,305,1,268,5.26,Médio
3648,305,17,7,0.14,Baixo
3649,306,4,420,8.91,Médio
3650,306,2,27,0.57,Baixo
3651,306,5,45,0.95,Baixo
3652,306,15,1074,22.78,Alto
3653,306,18,94,1.99,Baixo
3654,306,8,439,9.31,Médio
3655,306,6,38,0.81,Baixo
3656,306,9,16,0.34,Baixo
3657,306,19,92,1.95,Baixo
3658,306,10,317,6.72,Médio
3659,306,13,240,5.09,Médio
3660,306,7,64,1.36,Baixo
3661,306,1,197,4.18,Baixo
3662,306,17,2,0.04,Baixo
3663,307,4,122,8.25,Médio
3664,307,2,1,0.07,Baixo
3665,307,5,23,1.56,Baixo
3666,307,15,462,31.26,Alto
3667,307,18,39,2.64,Baixo
3668,307,8,101,6.83,Médio
3669,307,6,6,0.41,Baixo
3670,307,9,4,0.27,Baixo
3671,307,19,10,0.68,Baixo
3672,307,10,48,3.25,Baixo
3673,307,13,6,0.41,Baixo
3674,307,7,43,2.91,Baixo
3675,307,1,259,17.52,Alto
3676,307,17,4,0.27,Baixo
3677,308,4,262,15.29,Alto
3678,308,2,19,1.11,Baixo
3679,308,5,18,1.05,Baixo
3680,308,15,181,10.56,Alto
3681,308,18,89,5.19,Médio
3682,308,8,94,5.48,Médio
3683,308,6,54,3.15,Baixo
3684,308,9,10,0.58,Baixo
3685,308,19,27,1.58,Baixo
3686,308,10,298,17.39,Alto
3687,308,13,99,5.78,Médio
3688,308,7,69,4.03,Baixo
3689,308,1,56,3.27,Baixo
3690,308,17,2,0.12,Baixo
3691,311,4,639,19.1,Alto
3692,311,2,56,1.67,Baixo
3693,311,5,126,3.77,Baixo
3694,311,15,157,4.69,Baixo
3695,311,18,58,1.73,Baixo
3696,311,8,130,3.89,Baixo
3697,311,6,230,6.87,Médio
3698,311,9,10,0.3,Baixo
3699,311,19,9,0.27,Baixo
3700,311,10,130,3.89,Baixo
3701,311,7,109,3.26,Baixo
3702,311,1,365,10.91,Alto
3703,311,17,10,0.3,Baixo
3704,311,4,639,19.1,Alto
3705,311,2,56,1.67,Baixo
3706,311,5,126,3.77,Baixo
3707,311,15,157,4.69,Baixo
3708,311,18,58,1.73,Baixo
3709,311,8,130,3.89,Baixo
3710,311,6,230,6.87,Médio
3711,311,9,10,0.3,Baixo
3712,311,19,9,0.27,Baixo
3713,311,10,130,3.89,Baixo
3714,311,7,109,3.26,Baixo
3715,311,1,365,10.91,Alto
3716,311,17,10,0.3,Baixo
3717,311,4,639,19.1,Alto
3718,311,2,56,1.67,Baixo
3719,311,5,126,3.77,Baixo
3720,311,15,157,4.69,Baixo
3721,311,18,58,1.73,Baixo
3722,311,8,130,3.89,Baixo
3723,311,6,230,6.87,Médio
3724,311,9,10,0.3,Baixo
3725,311,19,9,0.27,Baixo
3726,311,10,130,3.89,Baixo
3727,311,7,109,3.26,Baixo
3728,311,1,365,10.91,Alto
3729,311,17,10,0.3,Baixo
3730,312,4,84,18.83,Alto
3731,312,2,14,3.14,Baixo
3732,312,5,20,4.48,Baixo
3733,312,15,11,2.47,Baixo
3734,312,18,10,2.24,Baixo
3735,312,8,11,2.47,Baixo
3736,312,6,19,4.26,Baixo
3737,312,9,1,0.22,Baixo
3738,312,19,2,0.45,Baixo
3739,312,10,16,3.59,Baixo
3740,312,7,22,4.93,Baixo
3741,312,1,26,5.83,Médio
3742,312,17,1,0.22,Baixo
3743,334,4,9,18.75,Alto
3744,334,2,2,4.17,Baixo
3745,334,5,1,2.08,Baixo
3746,334,15,2,4.17,Baixo
3747,334,6,1,2.08,Baixo
3748,334,10,1,2.08,Baixo
3749,334,1,7,14.58,Alto
3750,314,4,2,18.18,Alto
3751,314,5,3,27.27,Alto
3752,314,18,2,18.18,Alto
3753,314,7,3,27.27,Alto
3754,315,4,75,16.48,Alto
3755,315,5,29,6.37,Médio
3756,315,15,44,9.67,Médio
3757,315,18,6,1.32,Baixo
3758,315,8,23,5.05,Médio
3759,315,6,22,4.84,Baixo
3760,315,19,1,0.22,Baixo
3761,315,10,24,5.27,Médio
3762,315,7,21,4.62,Baixo
3763,315,1,44,9.67,Médio
3764,315,17,3,0.66,Baixo
3765,316,4,19,12.67,Alto
3766,316,2,3,2.0,Baixo
3767,316,5,7,4.67,Baixo
3768,316,15,5,3.33,Baixo
3769,316,8,4,2.67,Baixo
3770,316,6,24,16.0,Alto
3771,316,9,2,1.33,Baixo
3772,316,10,7,4.67,Baixo
3773,316,1,12,8.0,Médio
3774,317,4,2,2.7,Baixo
3775,317,5,2,2.7,Baixo
3776,317,15,6,8.11,Médio
3777,317,18,2,2.7,Baixo
3778,317,8,6,8.11,Médio
3779,317,6,1,1.35,Baixo
3780,317,9,1,1.35,Baixo
3781,317,10,7,9.46,Médio
3782,317,7,1,1.35,Baixo
3783,317,1,19,25.68,Alto
3784,317,17,1,1.35,Baixo
3785,318,4,33,28.45,Alto
3786,318,2,2,1.72,Baixo
3787,318,5,3,2.59,Baixo
3788,318,15,11,9.48,Médio
3789,318,18,1,0.86,Baixo
3790,318,8,7,6.03,Médio
3791,318,6,3,2.59,Baixo
3792,318,10,3,2.59,Baixo
3793,318,1,18,15.52,Alto
3794,319,4,40,24.69,Alto
3795,319,2,2,1.23,Baixo
3796,319,5,12,7.41,Médio
3797,319,15,8,4.94,Baixo
3798,319,18,2,1.23,Baixo
3799,319,8,13,8.02,Médio
3800,319,6,13,8.02,Médio
3801,319,10,9,5.56,Médio
3802,319,7,1,0.62,Baixo
3803,319,1,12,7.41,Médio
3804,320,4,12,13.79,Alto
3805,320,2,3,3.45,Baixo
3806,320,15,7,8.05,Médio
3807,320,8,2,2.3,Baixo
3808,320,6,2,2.3,Baixo
3809,320,9,1,1.15,Baixo
3810,320,10,4,4.6,Baixo
3811,320,7,10,11.49,Alto
3812,320,1,12,13.79,Alto
3813,321,4,167,22.12,Alto
3814,321,2,15,1.99,Baixo
3815,321,5,24,3.18,Baixo
3816,321,15,19,2.52,Baixo
3817,321,18,22,2.91,Baixo
3818,321,8,32,4.24,Baixo
3819,321,6,52,6.89,Médio
3820,321,9,4,0.53,Baixo
3821,321,19,1,0.13,Baixo
3822,321,10,32,4.24,Baixo
3823,321,7,31,4.11,Baixo
3824,321,1,80,10.6,Alto
3825,321,17,5,0.66,Baixo
3826,322,4,24,23.76,Alto
3827,322,2,1,0.99,Baixo
3828,322,15,4,3.96,Baixo
3829,322,18,1,0.99,Baixo
3830,322,8,4,3.96,Baixo
3831,322,6,12,11.88,Alto
3832,322,10,3,2.97,Baixo
3833,322,7,1,0.99,Baixo
3834,322,1,10,9.9,Médio
3835,323,4,46,17.83,Alto
3836,323,2,5,1.94,Baixo
3837,323,5,3,1.16,Baixo
3838,323,15,8,3.1,Baixo
3839,323,18,3,1.16,Baixo
3840,323,8,12,4.65,Baixo
3841,323,6,40,15.5,Alto
3842,323,9,1,0.39,Baixo
3843,323,19,4,1.55,Baixo
3844,323,10,3,1.16,Baixo
3845,323,7,5,1.94,Baixo
3846,323,1,22,8.53,Médio
3847,324,4,10,23.26,Alto
3848,324,2,2,4.65,Baixo
3849,324,15,1,2.33,Baixo
3850,324,8,1,2.33,Baixo
3851,324,6,5,11.63,Alto
3852,324,10,2,4.65,Baixo
3853,324,7,3,6.98,Médio
3854,324,1,8,18.6,Alto
3855,325,4,1,2.63,Baixo
3856,325,5,1,2.63,Baixo
3857,325,15,2,5.26,Médio
3858,325,8,2,5.26,Médio
3859,325,19,1,2.63,Baixo
3860,325,10,1,2.63,Baixo
3861,325,7,1,2.63,Baixo
3862,325,1,12,31.58,Alto
3863,326,4,16,17.02,Alto
3864,326,2,1,1.06,Baixo
3865,326,5,11,11.7,Alto
3866,326,15,5,5.32,Médio
3867,326,18,2,2.13,Baixo
3868,326,8,2,2.13,Baixo
3869,326,6,10,10.64,Alto
3870,326,10,8,8.51,Médio
3871,326,1,13,13.83,Alto
3872,327,4,25,25.25,Alto
3873,327,2,1,1.01,Baixo
3874,327,5,1,1.01,Baixo
3875,327,15,3,3.03,Baixo
3876,327,18,1,1.01,Baixo
3877,327,8,3,3.03,Baixo
3878,327,6,10,10.1,Alto
3879,327,10,1,1.01,Baixo
3880,327,1,9,9.09,Médio
3881,328,4,44,21.26,Alto
3882,328,2,5,2.42,Baixo
3883,328,5,5,2.42,Baixo
3884,328,15,4,1.93,Baixo
3885,328,18,6,2.9,Baixo
3886,328,8,2,0.97,Baixo
3887,328,6,14,6.76,Médio
3888,328,10,5,2.42,Baixo
3889,328,7,1,0.48,Baixo
3890,328,1,12,5.8,Médio
3891,329,4,18,13.95,Alto
3892,329,5,1,0.78,Baixo
3893,329,15,10,7.75,Médio
3894,329,8,4,3.1,Baixo
3895,329,6,2,1.55,Baixo
3896,329,10,1,0.78,Baixo
3897,329,7,6,4.65,Baixo
3898,329,1,44,34.11,Alto
3899,330,4,12,16.44,Alto
3900,330,5,3,4.11,Baixo
3901,330,15,7,9.59,Médio
3902,330,8,2,2.74,Baixo
3903,330,10,3,4.11,Baixo
3904,330,7,3,4.11,Baixo
3905,330,1,5,6.85,Médio
3906,333,4,672,9.56,Médio
3907,333,2,60,0.85,Baixo
3908,333,5,28,0.4,Baixo
3909,333,15,903,12.85,Alto
3910,333,18,159,2.26,Baixo
3911,333,8,210,2.99,Baixo
3912,333,6,143,2.03,Baixo
3913,333,9,23,0.33,Baixo
3914,333,19,17,0.24,Baixo
3915,333,10,282,4.01,Baixo
3916,333,13,38,0.54,Baixo
3917,333,7,178,2.53,Baixo
3918,333,1,475,6.76,Médio
3919,333,17,51,0.73,Baixo
3920,333,4,672,9.56,Médio
3921,333,2,60,0.85,Baixo
3922,333,5,28,0.4,Baixo
3923,333,15,903,12.85,Alto
3924,333,18,159,2.26,Baixo
3925,333,8,210,2.99,Baixo
3926,333,6,143,2.03,Baixo
3927,333,9,23,0.33,Baixo
3928,333,19,17,0.24,Baixo
3929,333,10,282,4.01,Baixo
3930,333,13,38,0.54,Baixo
3931,333,7,178,2.53,Baixo
3932,333,1,475,6.76,Médio
3933,333,17,51,0.73,Baixo
3934,333,4,672,9.56,Médio
3935,333,2,60,0.85,Baixo
3936,333,5,28,0.4,Baixo
3937,333,15,903,12.85,Alto
3938,333,18,159,2.26,Baixo
3939,333,8,210,2.99,Baixo
3940,333,6,143,2.03,Baixo
3941,333,9,23,0.33,Baixo
3942,333,19,17,0.24,Baixo
3943,333,10,282,4.01,Baixo
3944,333,13,38,0.54,Baixo
3945,333,7,178,2.53,Baixo
3946,333,1,475,6.76,Médio
3947,333,17,51,0.73,Baixo
3948,334,4,13,2.04,Baixo
3949,334,2,7,1.1,Baixo
3950,334,15,119,18.71,Alto
3951,334,18,1,0.16,Baixo
3952,334,8,25,3.93,Baixo
3953,334,6,8,1.26,Baixo
3954,334,10,15,2.36,Baixo
3955,334,7,10,1.57,Baixo
3956,334,1,101,15.88,Alto
3957,335,4,46,9.02,Médio
3958,335,2,3,0.59,Baixo
3959,335,5,1,0.2,Baixo
3960,335,15,70,13.73,Alto
3961,335,18,13,2.55,Baixo
3962,335,8,11,2.16,Baixo
3963,335,6,8,1.57,Baixo
3964,335,10,8,1.57,Baixo
3965,335,7,11,2.16,Baixo
