Índice;;;Figura 5 e 6;Figura 7 e 8
Nível territorial;Código territorial;Designação;Densidade populacional (N.º/ km²) ;Taxa de variação da população residente (%)
;;;2021;2011-2021
Freguesia;140503;Santo Estêvão;31,85;-0,45
Município;1406;Cartaxo;146,58;-5,22
Freguesia;140604;Pontével;156,61;-5,50
Freguesia;140610;União das freguesias de Ereira e Lapa;136,77;-5,99
Freguesia;140609;União das freguesias do Cartaxo e Vale da Pinta;435,78;-2,87
Freguesia;140605;Valada;16,20;-16,81
Freguesia;140608;Vale da Pedra;116,74;-6,21
Freguesia;140607;Vila Chã de Ourique;74,32;-10,90
Município;1407;Chamusca;11,43;-15,71
Freguesia;140707;Carregueira;17,64;-13,86
Freguesia;140704;Ulme;8,21;-21,69
Freguesia;140708;União das freguesias da Chamusca e Pinheiro Grande;55,35;-13,61
Freguesia;140709;União das freguesias de Parreira e Chouto;3,73;-15,42
Freguesia;140705;Vale de Cavalos;6,78;-21,12
Município;1409;Coruche;15,55;-12,98
Freguesia;140907;Biscainho;11,80;-10,61
Freguesia;140905;Branca;11,10;-11,67
Freguesia;140902;Couço;6,55;-17,87
Freguesia;140908;Santana do Mato;9,17;-17,68
Freguesia;140903;São José da Lamarosa;13,20;-15,23
Freguesia;140909;União das freguesias de Coruche, Fajarda e Erra;29,21;-11,42
Município;1412;Golegã;64,05;-8,68
Freguesia;141201;Azinhaga;37,01;-12,72
Freguesia;141202;Golegã;93,52;-6,61
Freguesia;141203;Pombalinho;51,30;-11,83
Município;1414;Rio Maior;77,01;-0,89
Freguesia;141401;Alcobertas;54,17;-9,78
Freguesia;141402;Arrouquelas;22,76;7,28
Freguesia;141410;Asseiceira;67,27;10,52
Freguesia;141405;Fráguas;50,68;-9,72
Freguesia;141408;Rio Maior;137,54;4,26
Freguesia;141411;São Sebastião;30,00;-11,66
Freguesia;141415;União das freguesias de Azambujeira e Malaqueijo;53,71;-11,05
Freguesia;141416;União das freguesias de Marmeleira e Assentiz;55,97;-8,44
Freguesia;141417;União das freguesias de Outeiro da Cortiçada e Arruda dos Pisões;39,09;-11,31
Freguesia;141418;União das freguesias de São João da Ribeira e Ribeira de São João;58,01;-15,71
Município;1415;Salvaterra de Magos;88,58;-2,49
Freguesia;141502;Marinhais;165,23;-1,22
Freguesia;141503;Muge;23,95;-6,46
Freguesia;141507;União das freguesias de Glória do Ribatejo e Granho;44,04;-9,23
Freguesia;141508;União das freguesias de Salvaterra de Magos e Foros de Salvaterra;145,29;-0,13
Município;1416;Santarém;106,17;-5,00
Freguesia;141601;Abitureiras;37,48;-8,64
Freguesia;141602;Abrã;43,67;-12,66
Freguesia;141604;Alcanede;37,51;-12,69
Freguesia;141605;Alcanhões;117,38;-8,51
Freguesia;141606;Almoster;39,27;-11,83
Freguesia;141607;Amiais de Baixo;256,51;-12,70
Freguesia;141608;Arneiro das Milhariças;61,40;-11,62
Freguesia;141628;Gançaria;86,76;-5,64
Freguesia;141613;Moçarria;79,62;-15,05
Freguesia;141614;Pernes;88,62;-13,83
Freguesia;141616;Póvoa da Isenta;75,18;-7,28
Freguesia;141629;União das freguesias de Achete, Azoia de Baixo e Póvoa de Santarém;62,00;-6,12
Freguesia;141630;União das freguesias de Azoia de Cima e Tremês;64,70;-13,04
Freguesia;141631;União das freguesias de Casével e Vaqueiros;28,19;-9,75
Freguesia;141632;União das freguesias de Romeira e Várzea;75,50;-5,77
Freguesia;141633;União de freguesias da cidade de Santarém;540,75;0,29
Freguesia;141634;União das freguesias de São Vicente do Paul e Vale de Figueira;36,55;-10,01
Freguesia;141625;Vale de Santarém;270,10;-5,65
NUTS 3;186;Alto Alentejo;17,24;-11,46
Município;1201;Alter do Chão;8,41;-14,54
Freguesia;120101;Alter do Chão;14,31;-15,04
Freguesia;120102;Chancelaria;5,33;-14,73
Freguesia;120104;Cunheira;7,85;-25,19
Freguesia;120103;Seda;3,16;0,85
Município;1202;Arronches;8,86;-11,88
Freguesia;120201;Assunção;8,97;-6,90
Freguesia;120202;Esperança;10,31;-20,30
Freguesia;120203;Mosteiros;6,91;-19,74
Município;1203;Avis;6,29;-16,60
Freguesia;120302;Aldeia Velha;1,70;-23,57
Freguesia;120303;Avis;17,67;-11,58
Freguesia;120305;Ervedal;11,35;-22,86
Freguesia;120306;Figueira e Barros;3,53;-19,74
Freguesia;120309;União das freguesias de Alcórrego e Maranhão;3,21;-10,99
Freguesia;120310;União das freguesias de Benavila e Valongo;5,83;-21,47
Município;1204;Campo Maior;32,53;-4,90
Freguesia;120401;Nossa Senhora da Expectação;35,07;-7,30
Freguesia;120402;Nossa Senhora da Graça dos Degolados;18,07;10,05
Freguesia;120403;São João Baptista;34,89;-4,70
Município;1205;Castelo de Vide;11,76;-8,54
Freguesia;120501;Nossa Senhora da Graça de Póvoa e Meadas;7,37;-10,56
Freguesia;120502;Santa Maria da Devesa;24,73;-11,72
Freguesia;120503;Santiago Maior;5,63;-7,54
Freguesia;120504;São João Baptista;11,15;-1,73
Município;1206;Crato;8,10;-13,03
Freguesia;120601;Aldeia da Mata;8,40;-16,31
Freguesia;120604;Gáfete;14,91;-19,63
Freguesia;120605;Monte da Pedra;3,70;-20,71
Freguesia;120607;União das freguesias de Crato e Mártires, Flor da Rosa e Vale do Peso;7,86;-8,92
Município;1207;Elvas;32,84;-10,17
Freguesia;120712;Assunção, Ajuda, Salvador e Santo Ildefonso;91,82;-6,49
Freguesia;120713;Caia, São Pedro e Alcáçova;51,67;-14,03
Freguesia;120706;Santa Eulália;10,43;-14,19
Freguesia;120707;São Brás e São Lourenço;34,20;-3,27
Freguesia;120708;São Vicente e Ventosa;7,20;-8,61
Freguesia;120714;União das freguesias de Barbacena e Vila Fernando;9,71;-18,18
Freguesia;120715;União das freguesias de Terrugem e Vila Boim;21,43;-14,95
Município;1208;Fronteira;11,50;-16,19
Freguesia;120801;Cabeço de Vide;14,10;-12,70
Freguesia;120802;Fronteira;12,00;-18,03
Freguesia;120803;São Saturnino;5,65;-15,83
Município;1209;Gavião;11,52;-17,86
Freguesia;120902;Belver;8,02;-18,13
Freguesia;120903;Comenda;7,69;-22,25
Freguesia;120905;Margem;11,28;-20,96
Freguesia;120906;União das freguesias de Gavião e Atalaia;19,27;-14,08
Município;1210;Marvão;19,50;-13,98
Freguesia;121001;Beirã;9,54;-14,26
Freguesia;121002;Santa Maria de Marvão;17,04;-18,11
Freguesia;121003;Santo António das Areias;26,70;-12,79
Freguesia;121004;São Salvador da Aramenha;24,31;-13,39
Município;1211;Monforte;7,12;-10,12
Freguesia;121101;Assumar;9,62;-5,68
Freguesia;121102;Monforte;6,04;-6,36
Freguesia;121103;Santo Aleixo;8,49;-22,10
Freguesia;121104;Vaiamonte;7,03;-10,82
Município;1212;Nisa;10,34;-20,11
Freguesia;121201;Alpalhão;28,89;-20,11
Freguesia;121205;Montalvão;2,34;-34,39
Freguesia;121207;Santana;10,19;-31,44
Freguesia;121208;São Matias;3,60;-31,83
Freguesia;121210;Tolosa;34,47;-19,78
Freguesia;121211;União das freguesias de Arez e Amieira do Tejo;2,48;-21,13
Freguesia;121212;União das freguesias de Espírito Santo, Nossa Senhora da Graça e São Simão;19,50;-16,05
Município;1213;Ponte de Sor;18,16;-8,81
Freguesia;121304;Foros de Arrão;9,62;-11,75
Freguesia;121301;Galveias;12,80;-3,68
Freguesia;121305;Longomel;20,82;-20,36
Freguesia;121302;Montargil;6,50;-16,62
Freguesia;121308;União das freguesias de Ponte de Sor, Tramaga e Vale de Açor;31,67;-6,18
Município;1214;Portalegre;49,96;-10,39
Freguesia;121401;Alagoa;29,90;-18,83
Freguesia;121402;Alegrete;16,27;-19,01
Freguesia;121404;Fortios;27,11;-11,55
Freguesia;121411;União das freguesias da Sé e São Lourenço;606,40;-8,47
Freguesia;121412;União das freguesias de Reguengo e São Julião;11,76;-12,65
Freguesia;121413;União das freguesias de Ribeira de Nisa e Carreiras;34,32;-11,19
Freguesia;121410;Urra;13,09;-12,05
Município;1215;Sousel;15,61;-14,07
Freguesia;121501;Cano;21,38;-16,51
Freguesia;121502;Casa Branca;9,71;-20,37
Freguesia;121503;Santo Amaro;13,61;-16,30
Freguesia;121504;Sousel;19,97;-7,71
NUTS 3;187;Alentejo Central;20,62;-8,57
Município;0701;Alandroal;9,24;-14,19
Freguesia;070104;Capelins (Santo António);4,57;-24,48
Freguesia;070103;Santiago Maior;16,65;-14,69
Freguesia;070105;Terena (São Pedro);8,20;-11,34
Freguesia;070107;União das freguesias de Alandroal (Nossa Senhora da Conceição), São Brás dos Matos (Mina do Bugalho) e Juromenha (Nossa Senhora do Loreto);7,92;-12,33
Município;0702;Arraiolos;9,66;-10,28
Freguesia;070201;Arraiolos;21,45;-7,47
Freguesia;070202;Igrejinha;11,37;3,11
Freguesia;070208;União das freguesias de Gafanhoeira (São Pedro) e Sabugueiro;8,87;-16,85
Freguesia;070209;União das freguesias de São Gregório e Santa Justa;3,73;-22,79
Freguesia;070206;Vimieiro;5,29;-15,98
Município;0703;Borba;44,28;-12,34
Freguesia;070301;Borba (Matriz);81,97;-10,37
Freguesia;070304;Borba (São Bartolomeu);3.020,00;-20,32
Freguesia;070302;Orada;11,36;-22,03
Freguesia;070303;Rio de Moinhos;35,19;-9,53
Município;0704;Estremoz;24,68;-11,44
Freguesia;070401;Arcos;42,53;-11,81
Freguesia;070404;Évora Monte (Santa Maria);5,09;-11,07
Freguesia;070402;Glória;6,21;-15,04
Freguesia;070411;São Domingos de Ana Loura;16,50;-21,11
Freguesia;070414;União das freguesias de Estremoz (Santa Maria e Santo André);123,43;-8,95
Freguesia;070415;União das freguesias de São Bento do Cortiço e Santo Estêvão;11,94;-12,03
Freguesia;070416;União das freguesias de São Lourenço de Mamporcão e São Bento de Ana Loura;10,35;-19,24
Freguesia;070417;União das freguesias do Ameixial (Santa Vitória e São Bento);5,79;-19,08
Freguesia;070413;Veiros;21,58;-17,28
Município;0705;Évora;40,99;-5,33
Freguesia;070515;Canaviais;170,74;-3,72
Freguesia;070502;Nossa Senhora da Graça do Divor;5,53;-4,32
Freguesia;070503;Nossa Senhora de Machede;5,07;-16,38
Freguesia;070506;São Bento do Mato;14,89;-13,90
Freguesia;070509;São Miguel de Machede;8,44;-13,35
Freguesia;070513;Torre de Coelheiros;2,38;-24,62
Freguesia;070522;União das freguesias de Bacelo e Senhora da Saúde;382,30;-2,50
Freguesia;070523;União das freguesias de Évora (São Mamede, Sé, São Pedro e Santo Antão);3.818,58;-8,93
Freguesia;070524;União das freguesias de Malagueira e Horta das Figueiras;334,42;-3,72
Freguesia;070525;União das freguesias de Nossa Senhora da Tourega e Nossa Senhora de Guadalupe;3,78;-13,55
Freguesia;070526;União das freguesias de São Manços e São Vicente do Pigeiro;5,59;-17,05
Freguesia;070527;União das freguesias de São Sebastião da Giesteira e Nossa Senhora da Boa Fé;12,30;-14,33
Município;0706;Montemor-o-Novo;12,81;-9,39
Freguesia;070601;Cabrela;2,65;-21,57
Freguesia;070607;Ciborro;10,65;-17,23
Freguesia;070610;Foros de Vale de Figueira;15,00;-5,51
Freguesia;070605;Santiago do Escoural;7,55;-21,57
Freguesia;070606;São Cristóvão;3,39;-8,52
Freguesia;070611;União das freguesias de Cortiçadas de Lavre e Lavre;6,13;-16,08
Freguesia;070612;União das freguesias de Nossa Senhora da Vila, Nossa Senhora do Bispo e Silveiras;25,83;-6,32
Município;0707;Mora;9,31;-16,93
Freguesia;070701;Brotas;4,09;-24,61
Freguesia;070702;Cabeção;18,20;-19,57
Freguesia;070703;Mora;17,36;-12,09
Freguesia;070704;Pavia;3,85;-23,28
Município;0708;Mourão;8,44;-11,72
Freguesia;070801;Granja;5,55;-15,04
Freguesia;070802;Luz;5,80;1,72
Freguesia;070803;Mourão;11,40;-12,78
Município;0709;Portel;9,56;-10,59
Freguesia;070903;Monte do Trigo;10,73;-7,34
Freguesia;070905;Portel;15,41;-9,39
Freguesia;070906;Santana;11,30;-12,55
Freguesia;070909;União das freguesias de Amieira e Alqueva;3,00;-23,15
Freguesia;070910;União das freguesias de São Bartolomeu do Outeiro e Oriola;10,90;-3,83
Freguesia;070908;Vera Cruz;8,47;-17,47
Município;0710;Redondo;17,01;-10,60
Freguesia;071001;Montoito;16,67;-20,72
Freguesia;071002;Redondo;17,08;-8,30
Município;0711;Reguengos de Monsaraz;21,27;-8,84
Freguesia;071102;Corval;13,57;-5,83
Freguesia;071103;Monsaraz;7,45;-15,86
Freguesia;071104;Reguengos de Monsaraz;66,58;-6,72
Freguesia;071106;União das freguesias de Campo e Campinho;6,37;-18,91
Município;0712;Vendas Novas;50,56;-5,07
Freguesia;071202;Landeira;9,59;-14,25
Freguesia;071201;Vendas Novas;67,37;-4,48
Município;0713;Viana do Alentejo;13,51;-7,40
Freguesia;071303;Aguiar;27,74;-3,48
Freguesia;071301;Alcáçovas;7,21;-8,53
Freguesia;071302;Viana do Alentejo;26,69;-7,80
Município;0714;Vila Viçosa;37,91;-11,20
Freguesia;071401;Bencatel;40,87;-11,85
Freguesia;071402;Ciladas;7,59;-23,81
Freguesia;071406;Nossa Senhora da Conceição e São Bartolomeu;139,62;-7,74
Freguesia;071404;Pardais;25,46;-16,30
NUTS 2;15;Algarve;93,53;3,62
NUTS 3;150;Algarve;93,53;3,62
Município;0801;Albufeira;313,95;8,17
Freguesia;080106;Albufeira e Olhos de Água;695,51;7,10
Freguesia;080104;Ferreiras;330,92;13,44
Freguesia;080102;Guia;190,55;8,73
Freguesia;080103;Paderne;66,55;5,87
Município;0802;Alcoutim;4,39;-13,51
Freguesia;080202;Giões;2,12;-40,63
Freguesia;080203;Martim Longo;7,22;-9,90
Freguesia;080206;União das freguesias de Alcoutim e Pereiro;4,80;-2,12
Freguesia;080205;Vaqueiros;2,31;-33,00
Município;0803;Aljezur;18,69;2,74
Freguesia;080301;Aljezur;20,72;2,67
Freguesia;080302;Bordeira;4,63;-14,35
Freguesia;080303;Odeceixe;25,17;9,78
Freguesia;080304;Rogil;33,32;3,46
Município;0804;Castro Marim;21,40;-4,56
Freguesia;080404;Altura;189,73;-4,05
Freguesia;080401;Azinhal;7,03;-8,24
Freguesia;080402;Castro Marim;41,31;0,34
Freguesia;080403;Odeleite;4,05;-24,51
Município;0805;Faro;333,82;4,00
Freguesia;080506;Montenegro;406,27;5,69
Freguesia;080503;Santa Bárbara de Nexe;114,57;6,39
Freguesia;080507;União das freguesias de Conceição e Estoi;121,80;1,90
Freguesia;080508;União das freguesias de Faro (Sé e São Pedro);619,38;3,86
Município;0806;Lagoa;268,84;3,26
Freguesia;080602;Ferragudo;364,70;0,00
Freguesia;080604;Porches;143,86;11,88
Freguesia;080607;União das freguesias de Estômbar e Parchal;333,49;3,96
Freguesia;080608;União das freguesias de Lagoa e Carvoeiro;259,16;1,54
Município;0807;Lagos;157,26;7,87
Freguesia;080703;Luz;199,95;22,85
Freguesia;080704;Odiáxere;95,64;2,08
Freguesia;080707;União das freguesias de Bensafrim e Barão de São João;18,78;0,82
Freguesia;080708;São Gonçalo de Lagos;811,25;7,03
Município;0808;Loulé;94,72;3,09
Freguesia;080801;Almancil;181,24;5,75
Freguesia;080802;Alte;18,51;-12,57
Freguesia;080803;Ameixial;3,08;-13,21
Freguesia;080804;Boliqueime;103,64;-3,70
Freguesia;080808;Loulé (São Clemente);388,10;3,30
Freguesia;080809;Loulé (São Sebastião);108,56;-8,42
Freguesia;080805;Quarteira;639,94;12,03
Freguesia;080807;Salir;13,04;-11,78
Freguesia;080812;União de freguesias de Querença, Tôr e Benafim;24,66;-7,11
Município;0809;Monchique;13,82;-9,64
Freguesia;080901;Alferce;4,07;-11,34
Freguesia;080902;Marmelete;4,99;-11,31
Freguesia;080903;Monchique;27,45;-9,22
Município;0810;Olhão;340,90;-1,72
Freguesia;081003;Olhão;1.159,67;-4,75
Freguesia;081004;Pechão;196,46;7,97
Freguesia;081005;Quelfes;611,81;0,04
Freguesia;081006;União das freguesias de Moncarapacho e Fuseta;131,20;-3,82
Município;0811;Portimão;328,71;7,61
Freguesia;081101;Alvor;414,03;2,60
Freguesia;081102;Mexilhoeira Grande;47,32;7,05
Freguesia;081103;Portimão;650,52;8,34
Município;0812;São Brás de Alportel;73,34;5,50
Freguesia;081201;São Brás de Alportel;73,34;5,50
Município;0813;Silves;55,53;1,72
Freguesia;081303;Armação de Pêra;751,31;23,34
Freguesia;081305;São Bartolomeu de Messines;34,01;-3,24
Freguesia;081306;São Marcos da Serra;6,70;-17,68
Freguesia;081307;Silves;60,92;-3,21
Freguesia;081309;União das freguesias de Alcantarilha e Pêra;107,98;0,46
Freguesia;081310;União das freguesias de Algoz e Tunes;152,31;5,33
Município;0814;Tavira;45,35;5,18
Freguesia;081401;Cachopo;2,31;-34,22
Freguesia;081404;Santa Catarina da Fonte do Bispo;15,93;3,54
Freguesia;081408;Santa Luzia;186,94;9,21
Freguesia;081410;União das freguesias de Conceição e Cabanas de Tavira;49,37;36,09
Freguesia;081411;União das freguesias de Luz de Tavira e Santo Estêvão;78,95;4,30
Freguesia;081412;União das freguesias de Tavira (Santa Maria e Santiago);104,28;1,98
Município;0815;Vila do Bispo;31,93;8,73
Freguesia;081501;Barão de São Miguel;39,41;29,93
Freguesia;081502;Budens;40,72;22,17
Freguesia;081504;Sagres;55,11;-0,79
Freguesia;081506;Vila do Bispo e Raposeira;16,39;0,15
Município;0816;Vila Real de Santo António;307,38;-1,73
Freguesia;081603;Monte Gordo;757,58;-3,36
Freguesia;081601;Vila Nova de Cacela;84,14;-0,74
Freguesia;081602;Vila Real de Santo António;1.069,52;-1,61
NUTS 1;2;Região Autónoma dos Açores;101,82;-4,20
NUTS 2;20;Região Autónoma dos Açores;101,82;-4,20
NUTS 3;200;Região Autónoma dos Açores;101,82;-4,20
Município;4301;Angra do Heroísmo;141,30;-4,61
Freguesia;430101;Altares;30,09;-5,77
Freguesia;430102;Angra (Nossa Senhora da Conceição);1.384,02;-9,15
Freguesia;430103;Angra (Santa Luzia);1.961,11;-10,31
Freguesia;430104;Angra (São Pedro);892,90;-5,55
Freguesia;430105;Angra (Sé);562,42;-2,83
Freguesia;430106;Cinco Ribeiras;63,24;-2,98
Freguesia;430107;Doze Ribeiras;41,40;-15,98
Freguesia;430108;Feteira;255,81;8,39
Freguesia;430109;Porto Judeu;75,75;-8,32
Freguesia;430110;Posto Santo;50,61;-1,62
Freguesia;430111;Raminho;41,92;-17,88
Freguesia;430112;Ribeirinha;329,35;-7,60
Freguesia;430113;Santa Bárbara;77,99;0,39
Freguesia;430114;São Bartolomeu de Regatos;77,44;-2,37
Freguesia;430115;São Bento;184,62;-4,55
Freguesia;430116;São Mateus da Calheta;631,61;0,53
Freguesia;430117;Serreta;22,01;-5,67
Freguesia;430118;Terra Chã;286,79;-0,93
Freguesia;430119;Vila de São Sebastião;85,58;-2,29
Município;4501;Calheta;27,22;-8,91
Freguesia;450101;Calheta;67,78;0,00
Freguesia;450102;Norte Pequeno;16,18;-10,91
Freguesia;450103;Ribeira Seca;16,68;-12,49
Freguesia;450104;Santo Antão;19,45;-15,57
Freguesia;450105;Topo (Nossa Senhora do Rosário);47,62;-13,39
Município;4901;Corvo;22,44;-10,70
Freguesia;490101;Corvo;22,44;-10,70
Município;4701;Horta;82,82;-4,42
Freguesia;470101;Capelo;19,82;8,64
Freguesia;470102;Castelo Branco;52,61;-3,90
Freguesia;470103;Cedros;35,53;-3,86
Freguesia;470104;Feteira;122,82;-6,48
Freguesia;470105;Flamengos;106,77;-2,68
Freguesia;470106;Horta (Angústias);562,80;-11,79
Freguesia;470107;Horta (Conceição);339,94;-8,00
Freguesia;470108;Horta (Matriz);1.345,30;-4,96
Freguesia;470109;Pedro Miguel;50,90;-2,90
Freguesia;470110;Praia do Almoxarife;105,33;16,19
Freguesia;470111;Praia do Norte;18,56;2,80
Freguesia;470112;Ribeirinha;32,95;-5,39
Freguesia;470113;Salão;34,04;-11,72
Município;4201;Lagoa;311,16;-1,75
Freguesia;420101;Água de Pau;167,18;-4,55
Freguesia;420102;Cabouco;406,19;2,55
Freguesia;420103;Lagoa (Nossa Senhora do Rosário);829,29;0,20
Freguesia;420104;Lagoa (Santa Cruz);247,23;-3,90
Freguesia;420105;Ribeira Chã;146,00;-7,83
Município;4801;Lajes das Flores;20,10;-6,38
Freguesia;480101;Fajã Grande;16,96;8,91
Freguesia;480102;Fajãzinha;11,53;-6,58
Freguesia;480103;Fazenda;27,56;1,56
Freguesia;480104;Lajedo;11,05;-19,35
Freguesia;480105;Lajes das Flores;29,91;-10,37
Freguesia;480106;Lomba;20,26;-2,91
Freguesia;480107;Mosteiro;3,17;-55,81
Município;4601;Lajes do Pico;27,94;-7,88
Freguesia;460101;Calheta de Nesquim;23,03;-7,29
Freguesia;460102;Lajes do Pico;32,51;-4,22
Freguesia;460103;Piedade;59,09;-10,31
Freguesia;460104;Ribeiras;23,03;-14,92
Freguesia;460105;Ribeirinha;40,40;-8,29
Freguesia;460106;São João;12,42;-3,31
Município;4602;Madalena;42,95;4,46
Freguesia;460201;Bandeiras;31,97;13,42
Freguesia;460202;Candelária;27,91;0,85
Freguesia;460203;Criação Velha;44,06;5,34
Freguesia;460204;Madalena;80,98;11,66
Freguesia;460205;São Caetano;17,34;-13,75
Freguesia;460206;São Mateus;38,86;-12,56
Município;4202;Nordeste;43,05;-11,53
Freguesia;420201;Achada;32,55;-11,24
Freguesia;420202;Achadinha;37,31;-13,46
Freguesia;420208;Algarvia;44,44;-17,24
Freguesia;420203;Lomba da Fazenda;50,71;-11,26
Freguesia;420204;Nordeste;50,15;-13,50
Freguesia;420206;Salga;62,78;-0,82
Freguesia;420207;Santana;62,09;-20,00
Freguesia;420209;Santo António de Nordestinho;27,72;1,96
Freguesia;420210;São Pedro de Nordestinho;23,00;-10,26
Município;4203;Ponta Delgada;288,57;-2,30
Freguesia;420323;Ajuda da Bretanha;91,96;-1,36
Freguesia;420301;Arrifes;287,50;2,94
Freguesia;420303;Candelária;113,09;-9,55
Freguesia;420304;Capelas;236,26;-2,43
Freguesia;420305;Covoada;135,44;-8,80
Freguesia;420306;Fajã de Baixo;1.212,81;-2,50
Freguesia;420307;Fajã de Cima;276,96;-4,22
Freguesia;420308;Fenais da Luz;289,22;10,85
Freguesia;420309;Feteiras;66,17;-0,89
Freguesia;420310;Ginetes;97,53;-14,08
Freguesia;420311;Mosteiros;114,08;-9,08
Freguesia;420324;Pilar da Bretanha;94,89;-7,69
Freguesia;420313;Ponta Delgada (São José);3.467,47;-3,00
Freguesia;420314;Ponta Delgada (São Pedro);2.593,43;-3,19
Freguesia;420312;Ponta Delgada (São Sebastião);1.212,57;2,45
Freguesia;420315;Relva;239,44;-3,86
Freguesia;420316;Remédios;144,72;-13,10
Freguesia;420317;Rosto do Cão (Livramento);770,48;6,03
Freguesia;420318;Rosto do Cão (São Roque);636,62;-6,93
Freguesia;420319;Santa Bárbara;97,02;-1,05
Freguesia;420325;Santa Clara;1.251,79;-5,62
Freguesia;420320;Santo António;133,96;-13,94
Freguesia;420321;São Vicente Ferreira;219,02;5,84
Freguesia;420322;Sete Cidades;36,53;-11,60
Município;4204;Povoação;54,42;-8,47
Freguesia;420401;Água Retorta;34,18;-12,27
Freguesia;420402;Faial da Terra;30,05;-4,74
Freguesia;420403;Furnas;40,63;-2,78
Freguesia;420404;Nossa Senhora dos Remédios;83,10;-4,50
Freguesia;420405;Povoação;71,56;-13,14
Freguesia;420406;Ribeira Quente;75,44;-11,08
Município;4205;Ribeira Grande;174,24;-2,25
Freguesia;420501;Calhetas;193,62;-7,89
Freguesia;420502;Fenais da Ajuda;66,62;-21,31
Freguesia;420503;Lomba da Maia;51,20;-9,03
Freguesia;420504;Lomba de São Pedro;42,18;22,54
Freguesia;420505;Maia;81,57;-5,68
Freguesia;420506;Pico da Pedra;463,98;4,95
Freguesia;420507;Porto Formoso;85,69;-13,36
Freguesia;420508;Rabo de Peixe;518,81;-0,76
Freguesia;420509;Ribeira Grande (Conceição);206,91;8,62
Freguesia;420510;Ribeira Grande (Matriz);347,51;-5,07
Freguesia;420511;Ribeira Seca;220,10;-6,07
Freguesia;420512;Ribeirinha;139,60;6,85
Freguesia;420513;Santa Bárbara;92,52;-6,82
Freguesia;420514;São Brás;72,03;-10,46
Município;4401;Santa Cruz da Graciosa;67,42;-6,85
Freguesia;440101;Guadalupe;47,87;-9,95
Freguesia;440102;Luz;53,93;-7,61
Freguesia;440104;Santa Cruz da Graciosa;112,05;-2,08
Freguesia;440103;São Mateus;57,18;-12,32
Município;4802;Santa Cruz das Flores;28,49;-11,75
Freguesia;480201;Caveira;23,17;-1,30
Freguesia;480202;Cedros;10,87;-12,50
Freguesia;480203;Ponta Delgada;15,86;-22,01
Freguesia;480204;Santa Cruz das Flores;39,11;-10,03
Município;4603;São Roque do Pico;22,62;-4,96
Freguesia;460301;Prainha;20,31;-3,11
Freguesia;460302;Santa Luzia;14,47;3,32
Freguesia;460303;Santo Amaro;21,50;-11,46
Freguesia;460304;Santo António;22,60;-11,17
Freguesia;460305;São Roque do Pico;30,19;-3,12
Município;4502;Velas;42,05;-8,56
Freguesia;450201;Manadas (Santa Bárbara);32,23;-3,48
Freguesia;450202;Norte Grande (Neves);14,54;-12,97
Freguesia;450203;Rosais;27,28;-11,04
Freguesia;450204;Santo Amaro;35,06;-8,35
Freguesia;450205;Urzelina (São Mateus);65,45;-0,67
Freguesia;450206;Velas (São Jorge);127,07;-11,08
Município;4302;Vila da Praia da Vitória;120,70;-7,47
Freguesia;430201;Agualva;31,87;-13,76
Freguesia;430202;Biscoitos;53,57;1,76
Freguesia;430203;Cabo da Praia;210,69;-5,90
Freguesia;430204;Fonte do Bastardo;132,32;-8,37
Freguesia;430205;Fontinhas;125,95;-4,08
Freguesia;430206;Lajes;281,59;-8,92
Freguesia;430211;Porto Martins;341,98;17,18
Freguesia;430207;Praia da Vitória (Santa Cruz);197,94;-10,97
Freguesia;430208;Quatro Ribeiras;25,10;-18,27
Freguesia;430209;São Brás;221,15;-4,87
Freguesia;430210;Vila Nova;185,87;-9,83
Município;4101;Vila do Porto;55,80;-2,63
Freguesia;410101;Almagreira;54,90;2,84
Freguesia;410102;Santa Bárbara;24,23;-8,64
Freguesia;410103;Santo Espírito;22,38;1,53
Freguesia;410104;São Pedro;44,69;-3,45
Freguesia;410105;Vila do Porto;117,85;-3,46
Município;4206;Vila Franca do Campo;132,41;-8,07
Freguesia;420601;Água de Alto;89,95;-7,38
Freguesia;420602;Ponta Garça;107,53;-11,02
Freguesia;420603;Ribeira das Tainhas;66,74;-8,96
Freguesia;420606;Ribeira Seca;181,74;-9,13
Freguesia;420604;Vila Franca do Campo (São Miguel);197,30;-6,51
Freguesia;420605;Vila Franca do Campo (São Pedro);556,45;-3,23
NUTS 1;3;Região Autónoma da Madeira;313,00;-6,36
NUTS 2;30;Região Autónoma da Madeira;313,00;-6,36
NUTS 3;300;Região Autónoma da Madeira;313,00;-6,36
Município;3101;Calheta;97,88;-5,26
Freguesia;310101;Arco da Calheta;203,87;-5,33
Freguesia;310102;Calheta;136,01;0,79
Freguesia;310103;Estreito da Calheta;110,20;-1,80
Freguesia;310104;Fajã da Ovelha;36,64;-9,27
Freguesia;310105;Jardim do Mar;290,54;5,39
Freguesia;310106;Paul do Mar;453,57;-27,10
Freguesia;310107;Ponta do Pargo;32,50;-11,66
Freguesia;310108;Prazeres;68,30;-2,70
Município;3102;Câmara de Lobos;616,48;-9,82
Freguesia;310201;Câmara de Lobos;2.130,76;-7,95
Freguesia;310202;Curral das Freiras;63,15;-21,04
Freguesia;310203;Estreito de Câmara de Lobos;1.187,80;-8,97
Freguesia;310205;Jardim da Serra;372,15;-17,28
Freguesia;310204;Quinta Grande;467,23;-7,62
